CODIGO;COD;BLOQ;APTO;CLAVE;CODIGO1;CODPROP;FAC;C_V;PEND;INTP;OTROSP;EXTRAP;MULTAP;SERPUP;SERVIP;NDNCP;ACTUAL;INTA;OTROSA;EXTRAA;MULTAA;SERPUA;SERVIA;NDNCA;TADMI;TINTE;TOTRO;TEXTR;TMULT;TSERP;TSERVI;TNDNC;COEF_URB;COEF_APA;COEF_GAR;COEF_GAR1;COEF_UTIL;COEF_MOD_A;COEF_PQUT;COEF_MOD_B;LECTANT;LECTACT;CONSUMO;COSTO;TOTAL;VALDESC;VALPAG;VALOR;EXTR;MULT;SPP;OTR;SER;NDNC;INT;IDENT
1130;30;4;502;30 4502;;;2348;0;0;0;0;0;0;0;0;0;166500;0;0;40000;0;0;0;0;166500;0;0;40000;0;0;0;0;1,021000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000;0,000;0,000;0;206500;0;206500;206500;40000;0;0;0;0;0;0;
1130;30;4;503;30 4503;;;2349;-1;-148800;0;0;0;0;0;0;0;176600;0;0;40000;0;0;0;0;210000;0;0;40000;0;0;0;0;1,083000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000;0,000;0,000;0;67800;0;250000;67800;40000;0;0;0;0;0;0;
1130;30;4;504;30 4504;;;2350;1;122920;0;0;0;0;0;0;0;191900;2950;33700;40000;0;0;0;0;149960;1940;33700;40000;0;0;0;0;1,383000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000;0,000;0,000;0;391470;0;225600;391470;40000;0;0;33700;0;0;0;
1130;30;4;505;30 4505;;;2351;0;-79700;0;0;80000;0;0;0;0;176600;0;0;40000;0;0;0;0;0;0;0;0;0;0;0;0;1,083000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000;0,000;0,000;0;216900;0;0;216900;40000;0;0;0;0;0;0;
1130;30;4;506;30 4506;;;2352;1;191371;0;0;40000;0;62900;0;0;191900;6100;0;40000;0;62900;0;0;0;0;0;0;0;0;0;0;1,176000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000;0,000;0,000;0;595171;0;0;595171;40000;0;62900;0;0;0;0;
1130;30;4;507;30 4507;;;2353;0;0;0;0;0;0;0;0;0;140100;0;0;40000;0;0;0;0;140100;0;0;40000;0;0;0;0;0,859000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000;0,000;0,000;0;180100;0;180100;180100;40000;0;0;0;0;0;0;
1130;30;4;508;30 4508;;;2354;0;0;0;0;0;0;0;0;0;166500;0;33700;40000;0;0;0;0;166500;0;33700;40000;0;0;0;0;1,228000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000;0,000;0,000;0;240200;0;240200;240200;40000;0;0;33700;0;0;0;
1130;30;P4;502;30P4502;;;2355;0;0;0;0;0;0;125800;0;0;0;0;0;0;0;62900;0;0;0;0;0;0;0;0;0;0;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000;0,000;0,000;0;188700;0;0;188700;0;0;62900;0;0;0;0;
1130;30;B1;301;30B1301;;;2356;0;0;0;0;0;0;0;228100;0;0;0;0;0;0;0;8500;0;0;0;0;0;0;0;0;100000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000;0,000;0,000;0;236600;0;100000;236600;0;0;0;0;8500;0;0;
1130;30;B4;302;30B4302;;;2357;0;0;0;0;0;0;0;51000;0;0;0;0;0;0;0;8500;0;0;0;0;0;0;0;0;0;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000;0,000;0,000;0;59500;0;0;59500;0;0;0;0;8500;0;0;
